ActivityHour,MET00,MET01,MET02,MET03,MET04,MET05,MET06,MET07,MET08,MET09,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59
10/21/2014 12:00:00 AM,28,36,40,38,56,42,32,28,12,12,30,24,26,26,28,12,12,28,30,26,28,28,38,36,36,38,12,12,42,40,40,36,36,40,26,30,12,10,10,12,12,12,12,12,10,12,12,12,12,12,12,12,10,10,10,12,26,12,28,30
10/21/2014 1:00:00 AM,36,28,36,24,12,12,12,10,10,12,10,10,10,10,12,12,12,10,10,10,10,10,10,10,10,10,12,12,12,10,10,10,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,26,12,12,10,10,12,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,12,10
10/21/2014 3:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,12,10,12,12,10,26,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 4:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,24,10,12,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,10
10/21/2014 5:00:00 AM,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,10,10,10
10/21/2014 6:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,26,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 7:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,12,26,12,34,28,28,30,36,30,38,40,36,26,34,34,50,28,12,34,36,40,34,34,40,32,26,36,32,38,32,26,26,36,12,10,12,10,10
10/21/2014 8:00:00 AM,12,12,12,10,12,12,12,12,10,10,12,28,12,12,12,26,10,12,30,62,66,72,58,40,30,26,12,12,26,12,24,10,26,32,26,24,30,12,12,12,12,26,26,12,26,24,26,10,10,10,12,12,12,10,10,10,10,10,10,10
10/21/2014 9:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10
10/21/2014 10:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 11:00:00 AM,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 12:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 1:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 2:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 3:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 4:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 5:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 6:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 7:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,24,28,68,76,70,32,26,12,26,12,10
10/21/2014 8:00:00 PM,12,12,12,10,12,12,12,10,24,12,12,30,38,32,38,44,38,28,28,28,12,26,32,32,36,26,28,26,28,12,12,12,12,12,24,28,12,12,10,28,26,32,12,12,12,12,12,12,12,12,12,10,12,12,24,38,34,28,30,12
10/21/2014 9:00:00 PM,24,12,26,24,30,12,12,10,12,12,10,32,26,38,32,26,12,10,10,10,12,12,12,12,34,28,12,10,10,12,10,12,26,28,10,12,30,24,12,10,12,12,12,12,26,12,12,12,12,12,10,12,12,28,24,10,12,10,10,12
10/21/2014 10:00:00 PM,10,26,32,28,24,12,12,10,12,10,10,10,12,10,24,10,12,26,24,10,12,12,12,12,12,10,12,10,12,12,12,12,12,12,10,24,12,28,12,32,38,12,10,10,10,12,12,10,12,12,10,12,26,12,10,10,10,10,10,12
10/21/2014 11:00:00 PM,10,12,12,12,12,10,10,12,10,12,10,12,10,10,24,30,28,28,24,12,12,12,10,12,12,10,10,10,10,10,12,10,10,10,10,10,12,24,10,10,10,10,10,12,26,36,12,40,34,42,26,30,12,10,12,36,36,34,12,12
10/22/2014 12:00:00 AM,26,12,12,26,28,12,26,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26,10,10,10,10,12,10,10,10
10/22/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10
10/22/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 3:00:00 AM,10,10,10,10,10,10,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,26,10,10,10,10,10,10,10,10
10/22/2014 4:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10
10/22/2014 5:00:00 AM,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10
10/22/2014 6:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,24,10,10,12,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,12,10,10,10,10,10,10,12,10,10
10/22/2014 7:00:00 AM,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,12,10,10,10,12,12,28,34,32,28,32,30,30,32,24,36,38,36,38,38,42,34,40,42,34,24,32,40,34,34
10/22/2014 8:00:00 AM,12,34,28,12,50,30,28,12,12,12,12,24,24,12,10,10,10,12,12,12,12,12,12,10,10,10,10,10,10,12,10,26,12,28,26,68,74,72,64,68,54,38,12,12,34,28,12,12,10,10,10,10,10,10,10,10,10,10,12,10
10/22/2014 9:00:00 AM,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,28,24,12,10,10,12,10,12,10,10,10,26,50,30,12,10,30,56,24,38,40,36,10,10,10,44,28,10,12,12,12,12,10,10,12,12
10/22/2014 10:00:00 AM,10,10,10,12,38,10,12,12,12,10,12,10,10,10,12,12,12,24,38,12,26,10,10,12,10,10,10,10,12,10,12,10,10,12,26,12,10,10,10,10,10,12,10,28,26,10,28,26,26,30,26,24,36,36,12,12,12,30,28,10
10/22/2014 11:00:00 AM,10,12,10,10,10,12,28,10,12,10,12,10,12,12,26,12,26,10,10,10,26,12,12,10,10,10,10,10,12,10,12,10,12,24,12,12,12,10,12,12,10,12,24,10,12,12,12,12,12,10,10,10,12,10,10,10,10,10,10,10
10/22/2014 12:00:00 PM,10,10,10,12,10,10,10,10,10,10,10,12,28,12,12,48,48,48,12,10,12,10,12,10,12,10,12,12,12,26,12,12,10,10,10,10,10,10,12,30,36,12,10,10,10,10,10,10,12,12,12,10,12,10,10,12,10,10,10,12
10/22/2014 1:00:00 PM,10,10,10,10,10,12,28,26,44,34,42,52,60,60,52,50,32,26,26,12,28,30,30,26,28,12,12,36,32,30,32,32,36,30,28,38,32,32,32,34,28,32,26,30,34,30,36,34,36,30,32,34,28,26,32,36,38,36,28,36
