ActivityHour,MET00,MET01,MET02,MET03,MET04,MET05,MET06,MET07,MET08,MET09,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59
10/21/2014 12:00:00 AM,10,10,12,10,10,12,12,12,10,10,10,12,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,12,10,10,10,12,10,10,12,10,10,10,12,10,10,10,10
10/21/2014 1:00:00 AM,10,10,10,10,10,12,10,10,10,10,10,10,12,12,10,10,10,10,10,12,12,12,10,10,10,10,10,10,12,10,12,10,12,10,10,10,10,10,12,10,10,10,10,10,12,10,10,10,12,10,10,10,10,10,10,12,12,12,10,12
10/21/2014 2:00:00 AM,12,10,10,12,12,10,10,10,12,10,10,12,10,12,12,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,12,28,30,26,12,32,26,28,10,10,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 3:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 4:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 5:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 6:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 7:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,26,38,32,24,12,30,26,12,26,26,34,32,36,24,12,28,52,74,74
10/21/2014 8:00:00 AM,76,72,74,72,74,68,54,30,56,52,91,101,76,89,103,99,97,88,85,92,85,95,93,92,87,80,82,78,80,78,78,78,64,83,90,78,82,78,66,56,30,34,28,12,40,56,44,26,12,12,32,60,70,76,74,76,74,70,74,68
10/21/2014 9:00:00 AM,56,28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,30,26,32,40,32,54,74,70,76,70,76,72
10/21/2014 10:00:00 AM,58,62,40,12,12,28,12,12,24,12,26,10,28,38,28,12,10,10,10,26,28,12,10,12,10,12,12,10,10,12,30,52,34,24,32,32,52,66,74,68,74,66,28,10,10,10,10,12,12,10,10,12,32,26,10,12,12,10,10,10
10/21/2014 11:00:00 AM,12,10,10,12,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,12,10,10,10,12,10,12,32,12,42,52,58,64,72,70,74,70,66,50,30,10
10/21/2014 12:00:00 PM,12,12,12,34,38,28,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 1:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 2:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 3:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,12,30,12,10,12,10,12,12,12,12,12,34,50,66,78,78,76,76,68,76,66,28,10,12,12,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,12,10,10,10,12,26,12,10
10/21/2014 4:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,12,12,10,10,10,10,10,26,34,32,12,50,70,76,26,12,26,28,10,10,28,34,48,70,70,70,64,60,60,70,68,44,34,26,12,12,10,10,12,12,28,12,12,12,10
10/21/2014 5:00:00 PM,12,12,12,10,10,10,10,10,12,12,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,24,10,10,10,12,10,12,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10
10/21/2014 6:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,26,30,58,70,72,72,66,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,10,10,10,10,10,10,10,10,10,10,12,12,12,10,12,10,10,10
10/21/2014 7:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,12,12,10,10,12,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,12,24,30,64,64
10/21/2014 8:00:00 PM,34,50,58,78,78,78,78,70,30,12,26,12,12,38,24,12,12,12,12,12,12,12,12,10,10,10,10,10,12,12,10,12,12,12,12,10,10,10,10,10,12,10,12,10,10,12,12,12,10,10,10,10,10,10,10,26,56,12,10,10
10/21/2014 9:00:00 PM,10,10,10,12,10,12,26,32,64,76,72,44,62,42,30,26,26,28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,24,34,56
10/21/2014 10:00:00 PM,62,72,70,68,72,70,70,72,68,54,30,12,26,10,10,12,26,28,12,10,12,28,28,28,12,26,28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,28
10/21/2014 11:00:00 PM,12,10,10,10,12,10,10,12,10,10,12,10,10,12,10,10,10,12,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,10,12,10,10,12,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,12
10/22/2014 12:00:00 AM,10,10,10,10,10,10,12,10,10,10,10,10,12,26,24,24,10,12,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,24,10,10,12,12,10,12,10,24,12,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
