ActivityHour,Steps00,Steps01,Steps02,Steps03,Steps04,Steps05,Steps06,Steps07,Steps08,Steps09,Steps10,Steps11,Steps12,Steps13,Steps14,Steps15,Steps16,Steps17,Steps18,Steps19,Steps20,Steps21,Steps22,Steps23,Steps24,Steps25,Steps26,Steps27,Steps28,Steps29,Steps30,Steps31,Steps32,Steps33,Steps34,Steps35,Steps36,Steps37,Steps38,Steps39,Steps40,Steps41,Steps42,Steps43,Steps44,Steps45,Steps46,Steps47,Steps48,Steps49,Steps50,Steps51,Steps52,Steps53,Steps54,Steps55,Steps56,Steps57,Steps58,Steps59
10/21/2014 10:00:00 AM,9,0,9,0,0,0,0,0,0,0,0,7,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,21,16,0,0,0,0,0,12,8,95,100,129,128,83,71,56,8,20,12,0,0,0,0,0
10/21/2014 11:00:00 AM,0,0,0,0,0,6,9,12,0,6,0,9,4,0,0,0,4,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,7,60,80,124,112,124,116,113,107,108,30,52,63,47,4,0,0,0,0,0,0,0,0,0,0,31,30
10/21/2014 12:00:00 PM,56,45,30,35,40,42,11,4,0,0,0,0,0,0,0,0,0,47,31,44,41,52,0,0,7,0,8,0,0,0,0,0,33,73,35,59,31,21,28,41,36,16,48,0,0,0,37,32,24,16,0,0,0,0,0,0,0,7,0,0
10/21/2014 1:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,6,0,0,0,0,0,0,0,4,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,11,17,12,0,0,0,0,0
10/21/2014 2:00:00 PM,0,0,0,7,0,24,8,0,0,15,0,0,19,0,0,0,0,0,0,22,0,0,36,45,8,78,71,71,63,1,13,49,39,44,24,8,4,14,11,19,28,46,19,45,29,11,29,35,0,9,0,0,0,0,0,0,12,8,0,0
10/21/2014 3:00:00 PM,19,32,22,20,13,47,60,26,3,10,0,0,5,6,18,77,96,63,19,12,0,4,13,22,0,0,10,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0
10/21/2014 4:00:00 PM,0,0,0,0,0,49,62,24,0,0,0,24,16,0,0,0,0,0,0,0,77,43,112,73,0,0,8,0,0,0,0,0,0,0,15,5,0,0,0,0,0,7,0,4,58,19,8,18,0,8,0,0,4,0,73,3,0,0,0,0
10/21/2014 5:00:00 PM,0,0,0,0,0,0,17,49,38,69,8,26,13,16,45,19,13,8,35,58,44,12,29,52,38,49,0,17,33,36,27,11,30,12,34,24,20,53,45,47,0,0,0,11,26,39,0,0,0,0,0,0,0,0,0,0,0,0,14,47
10/21/2014 6:00:00 PM,47,53,27,42,53,41,37,32,0,0,0,10,9,0,0,0,7,33,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,18,50
10/21/2014 7:00:00 PM,48,49,31,37,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,95,17,26,0,0,18,12,0,11,17,0,0,37,0,0,16,4,12,0,0,0,0,18,11,0,18,20,10,0,0,0,0,0,0,7,0,0,0,7,15,9
10/21/2014 8:00:00 PM,9,24,8,0,0,0,0,0,5,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,28,7,0,13,0,13,54,26,12,17,13,72,38
10/21/2014 9:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,17,98,99,57,85,108,65,56,36,61,62,71,60,65,69,13,0,4,29,16,37,4,0,0,0,0,0,0,0,0,29,19,8,0,6,0,15,0,0,0,0,0,0,0,0,0,0
10/21/2014 10:00:00 PM,11,0,0,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,24,10,0,41,0,0,0,9,1,0,0,0,0,0,0,0,0,0
10/21/2014 11:00:00 PM,0,0,15,41,55,45,26,30,0,0,15,8,9,15,0,15,44,43,27,0,8,49,9,36,33,0,9,21,7,0,12,20,9,0,50,63,20,15,0,13,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,0,0
10/22/2014 12:00:00 AM,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 1:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 2:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 3:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 4:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 5:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 6:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 7:00:00 AM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 8:00:00 AM,0,13,59,41,32,13,16,25,0,0,31,16,32,62,54,0,0,0,0,0,0,0,0,0,0,0,17,6,62,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 9:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,14,0,8,0,0,12,54,112,129,128,127,125,111,106,91,17,21,11,0
10/22/2014 10:00:00 AM,0,0,34,42,34,22,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 11:00:00 AM,30,65,102,118,124,43,11,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,8,0,0,0,30,61,128,113,62,17,0,9
10/22/2014 12:00:00 PM,111,131,71,97,117,86,11,23,6,31,7,29,11,41,36,18,23,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,23,24,30,45,7,25,0,0,0,0,0,0,0,13,45
10/22/2014 1:00:00 PM,34,22,0,0,0,16,45,12,65,127,128,120,131,127,101,43,104,86,46,0,0,0,0,0,11,0,0,0,19,0,0,0,6,4,0,0,0,0,10,0,0,0,0,15,0,0,9,14,0,0,13,0,0,0,0,0,0,0,0,9
10/22/2014 2:00:00 PM,7,0,0,0,0,0,0,6,0,0,13,0,16,9,0,69,109,61,129,125,127,130,124,119,88,17,15,18,37,45,13,17,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 3:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,13,30,11,4,0,0,0,22,24,58,76,124,129,127,128,92,53,32,7,0,0,0,0,0,16,68,25,30,0,0
10/22/2014 4:00:00 PM,22,0,19,4,0,0,4,48,25,0,0,14,23,54,27,38,13,18,43,26,50,37,16,31,43,55,36,52,31,52,26,21,8,19,47,30,51,58,55,23,26,25,24,54,73,42,34,39,34,46,47,30,38,54,60,9,0,0,22,33
10/22/2014 5:00:00 PM,45,8,9,28,77,94,41,69,56,50,35,72,104,153,133,40,140,89,90,105,88,117,95,71,92,134,98,128,110,68,92,155,118,165,84,131,89,110,43,66,127,125,103,165,162,144,96,36,25,82,15,48,59,113,121,113,113,119,122,93
10/22/2014 6:00:00 PM,37,32,19,21,22,23,47,50,13,19,53,19,21,15,0,4,22,8,0,21,15,0,0,0,24,38,44,44,9,44,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,19,58,19,18,0,0,0,0,0,0,0,0
10/22/2014 7:00:00 PM,0,0,0,0,0,24,60,20,6,0,0,0,0,0,0,41,17,14,0,0,14,0,0,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,12,0,0,14,12,0,0,11,10,6,0,0,0
10/22/2014 8:00:00 PM,0,16,25,0,0,39,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,0,0,0,0,6,7,0,0,0,0,0,0,0,6,0,0
10/22/2014 9:00:00 PM,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,45,42,75,59,21,0,0,0,0,0,10,13,0,0,0,0,0,14,23,36
10/22/2014 10:00:00 PM,0,0,0,0,0,0,0,7,3,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,9,0,0,0,0,31,49,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,6
10/22/2014 11:00:00 PM,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
10/23/2014 12:00:00 AM,19,12,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 1:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 2:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 3:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 4:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 5:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 6:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 7:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
10/23/2014 8:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,69,14,32,0,16,33,4,0,19,34,20,72,31,0,0,6,7,0,0,0,7,0,0,0,0,0,38,73,13,0,0
10/23/2014 9:00:00 AM,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0
10/23/2014 10:00:00 AM,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,59,110,122,127,128,70,56,15,16,0,0,0,0,0
10/23/2014 11:00:00 AM,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,8,0,11,0,0,11,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 12:00:00 PM,0,0,0,0,0,0,0,10,0,0,0,0,0,22,0,24,87,121,122,65,0,14,12,6,0,0,0,0,0,0,8,0,0,0,0,0,40,94,108,116,110,84,17,33,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 1:00:00 PM,0,0,0,0,0,12,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,74,45,0,0,42,40,25,45,27,0,0,9,11,0,21,5,0,16,36,0,0
10/23/2014 2:00:00 PM,0,4,0,6,10,35,0,0,18,12,4,7,8,0,0,0,0,0,63,63,62,19,28,9,33,9,7,23,9,32,0,0,0,34,10,68,113,75,65,46,10,13,15,0,48,22,20,32,69,51,20,18,10,33,41,11,34,26,9,0
10/23/2014 3:00:00 PM,8,12,93,113,49,12,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,37,65,16,27,49,0,21,85,110,82,114,123,122,101,0,69,49,127,73,114,116,71,109,130,135,0
10/23/2014 4:00:00 PM,210,154,139,139,103,122,77,83,102,45,114,99,118,81,111,103,68,140,153,158,158,4,71,18,0,11,0,0,24,49,34,112,121,120,117,126,113,94,41,17,0,8,13,7,31,38,39,24,4,12,31,12,12,40,30,28,21,40,39,48
10/23/2014 5:00:00 PM,56,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,8,27,0,6,0,0,0,0,0,48,26,15,33,0,9,18,50,48,26,17,13,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,13,0,0
10/23/2014 6:00:00 PM,0,0,15,6,6,7,0,0,0,0,0,5,0,0,0,0,0,6,0,4,0,44,19,0,14,0,0,0,0,0,0,0,0,0,0,7,10,12,0,0,0,0,0,0,0,13,35,32,19,0,0,0,0,0,0,0,59,8,0,0
10/23/2014 7:00:00 PM,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,6,0,0,12
10/23/2014 8:00:00 PM,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,43,19,34,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
10/23/2014 9:00:00 PM,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 10:00:00 PM,8,21,27,21,29,31,5,31,25,0,14,25,10,0,0,0,0,0,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,10,0,0,0
10/23/2014 11:00:00 PM,0,0,0,0,0,0,0,31,0,20,23,28,16,0,0,8,0,0,0,0,11,32,69,23,0,0,0,0,24,20,0,0,6,0,42,111,113,113,118,114,117,113,97,105,50,0,25,38,10,21,35,38,30,26,31,14,12,15,4,18
10/24/2014 12:00:00 AM,0,29,17,0,0,0,7,8,13,39,36,28,17,7,16,0,0,16,16,7,0,0,0,9,1,11,31,0,0,28,0,0,0,0,0,0,0,0,8,0,13,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 1:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 2:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 3:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 4:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 5:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 6:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 7:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 8:00:00 AM,0,0,0,0,0,6,8,29,40,8,43,0,7,9,19,8,22,7,0,30,0,18,0,7,0,8,32,13,24,14,0,12,0,0,0,7,7,0,0,0,17,0,18,0,6,9,16,11,12,52,8,0,0,0,62,62,0,0,0,0
10/24/2014 9:00:00 AM,0,6,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 10:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,46,45,33,23,18,50,21,3,7,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 11:00:00 AM,0,0,0,0,0,0,58,58,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,52,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,7,0
10/24/2014 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,19,0,22,43,17,0,22,0,0,0,0,0,0,0,4,0,20,0,9,0,0,0,0,0,0,0,0,0,0,0,8,59,19,0,0,0,0,0,0,0
10/24/2014 1:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,7,15,6,0,0,14,20,2,0,17,0,0,0,23,0,0,0,0,0,0,0,23,7,44,61,30,40,12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,9,31
10/24/2014 2:00:00 PM,27,0,34,0,0,0,0,0,0,23,39,18,35,19,0,25,17,11,0,0,9,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,7,0,0,0,0,0,0,12,48,69,38,13,45,108,83,101,121
10/24/2014 3:00:00 PM,97,102,108,94,86,96,135,96,104,95,82,126,130,131,154,110,107,114,117,124,105,91,39,78,98,115,148,156,157,152,129,79,147,155,163,135,16,39,22,0,0,52,55,62,81,109,110,104,77,0,0,0,0,0,0,0,8,0,8,4
10/24/2014 4:00:00 PM,0,0,10,12,23,0,29,7,15,0,30,0,0,0,7,0,6,6,32,51,31,0,0,58,18,41,35,38,28,22,36,41,32,37,16,58,44,29,13,27,20,27,18,56,45,41,32,53,51,55,22,0,12,36,33,22,34,52,19,58
10/24/2014 5:00:00 PM,29,6,41,50,5,35,33,33,47,60,57,42,42,30,31,16,39,25,48,52,34,8,7,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,100,35,72,122,124,117,109,121,117,88,54,58,14,84,102,88,72,13,10
10/24/2014 6:00:00 PM,21,16,40,9,18,0,58,40,0,14,0,31,0,17,31,12,46,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,57,7,9,8,0,27,0,7,0,0,0,0,0,0,0,7,33,13,5
10/24/2014 7:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,56,16,0,0,10,10,0,31,30,59,9,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0
10/24/2014 8:00:00 PM,0,0,63,0,34,8,0,0,0,0,58,25,14,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,9,0,10,0,0,4,0,0,0,27,0
10/24/2014 9:00:00 PM,0,10,0,0,0,0,13,0,7,8,9,0,6,72,32,37,38,60,34,20,8,2,0,0,0,8,0,0,0,6,53,71,0,34,0,18,0,48,42,25,0,17,27,23,33,18,30,21,9,15,0,0,16,0,0,0,0,23,8,0
10/24/2014 10:00:00 PM,0,0,6,0,0,0,0,0,0,0,0,0,8,0,17,9,0,0,32,0,32,18,14,8,0,0,0,6,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,18,5,0,8,14
10/24/2014 11:00:00 PM,23,7,25,72,100,108,118,110,112,83,81,75,90,95,102,112,91,80,107,91,76,88,64,81,84,101,106,95,102,103,94,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,2,0,0,50
10/25/2014 12:00:00 AM,70,0,0,0,0,0,0,0,7,0,0,0,40,15,0,0,9,23,11,2,10,0,0,4,0,0,0,7,13,25,10,0,0,0,0,0,10,33,0,23,32,11,0,8,0,0,12,0,4,4,4,18,0,0,0,11,2,8,0,0
10/25/2014 1:00:00 AM,4,0,0,0,0,0,0,0,22,0,0,0,15,0,10,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,12,0,0,7,0,23,0,14,9,7,30,21,10,0,7,8,0,8,0,0,0,0,0,0,0,6,10,0,0
