ActivityHour,MET00,MET01,MET02,MET03,MET04,MET05,MET06,MET07,MET08,MET09,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59
10/21/2014 12:00:00 AM,10,12,12,12,12,12,12,10,12,26,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,30,28,32,10,10,10,12,10,10,12,10,12,10,10,10,10,10,10,10,10,10,12,10,10,10,12,10,10,10,10
10/21/2014 1:00:00 AM,10,10,10,10,10,10,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10
10/21/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10
10/21/2014 3:00:00 AM,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12
10/21/2014 4:00:00 AM,10,12,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 5:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10
10/21/2014 6:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 7:00:00 AM,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,12,26,24,26,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,24,10,10,10,10,10,10
10/21/2014 8:00:00 AM,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,12,26,48,24,26,40,30,28,42,38,32,26
10/21/2014 9:00:00 AM,12,30,28,30,44,28,28,12,12,12,12,12,12,12,24,12,28,28,52,42,68,74,72,74,70,72,74,68,66,30,26,12,10,12,12,12,26,10,26,12,26,26,12,12,12,12,12,12,12,28,40,40,12,12,26,24,12,12,12,12
10/21/2014 10:00:00 AM,12,12,42,60,60,74,70,64,70,74,68,38,12,12,12,24,12,12,12,12,26,12,12,12,12,12,12,12,12,24,12,12,30,12,32,36,12,12,12,12,10,12,12,12,12,26,32,26,12,12,12,12,12,12,12,12,12,12,12,26
10/21/2014 11:00:00 AM,12,24,26,12,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12,12,10,12,12,10,12,12,12,12,12,12,12,10,12,12,10,10,12,12,12,36,38,12,28,12,12,12,12,48,12,12,12
10/21/2014 12:00:00 PM,12,10,12,10,12,12,12,12,12,30,38,36,44,54,58,28,12,10,12,12,12,12,28,10,12,26,12,12,58,60,32,28,26,12,12,12,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
10/21/2014 1:00:00 PM,12,12,10,10,12,12,12,10,12,12,12,12,10,12,12,10,10,12,12,10,12,10,10,10,12,10,12,12,12,12,12,12,10,12,12,10,12,12,10,10,10,12,26,42,40,24,12,12,10,12,12,12,12,24,12,26,10,12,12,12
10/21/2014 2:00:00 PM,12,12,12,12,12,28,72,44,52,64,44,70,74,72,72,72,72,58,26,12,12,12,12,10,12,26,12,12,12,12,32,34,24,12,12,12,10,30,36,28,32,30,28,30,32,34,42,32,28,12,26,24,24,12,32,26,12,26,12,28
10/21/2014 3:00:00 PM,34,28,38,26,30,28,26,12,12,12,12,12,26,26,12,26,12,12,12,32,28,26,12,10,10,12,12,24,12,12,32,12,24,26,10,12,12,12,10,12,12,12,12,10,12,12,12,12,12,12,12,10,10,12,12,12,12,10,10,10
10/21/2014 4:00:00 PM,10,10,10,10,10,24,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10,26,10,10,26,12,12,12,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,24,26,12,10,12,10,10,12,10,10,10
10/21/2014 5:00:00 PM,10,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10
10/21/2014 6:00:00 PM,10,10,10,10,10,10,10,10,10,26,12,10,10,12,10,12,10,10,10,10,10,10,10,10,10,10,12,12,28,12,12,30,12,12,24,12,12,12,12,10,12,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
10/21/2014 7:00:00 PM,12,12,12,26,12,12,12,30,26,32,30,30,30,30,26,12,12,12,12,10,12,12,12,12,28,42,72,58,38,26,28,38,44,30,12,26,32,30,24,12,40,30,12,12,12,12,36,28,26,26,26,36,26,12,12,12,12,32,40,40
10/21/2014 8:00:00 PM,32,36,28,40,32,34,32,12,10,12,10,10,12,12,32,12,38,34,12,42,40,56,40,28,26,12,12,12,12,12,26,12,26,12,44,36,26,24,34,30,36,30,28,26,12,12,12,12,12,28,12,12,10,10,10,12,12,12,12,12
10/21/2014 9:00:00 PM,12,12,34,12,12,12,12,12,12,12,12,28,32,12,12,24,12,10,12,12,10,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,12,12,10,10,10,10,12,12,12,10,30,26,12,12,28,32,28,26,32,36,12,32
10/21/2014 10:00:00 PM,12,24,26,26,32,30,26,34,26,38,24,12,12,12,12,12,32,26,24,32,26,26,26,28,26,32,26,30,10,12,12,26,12,12,26,10,12,12,12,26,26,12,26,12,12,12,24,24,12,12,12,12,12,12,12,10,12,12,12,12
10/21/2014 11:00:00 PM,12,12,12,10,12,12,12,12,10,12,12,12,12,12,12,30,26,12,12,12,12,12,12,26,36,30,32,28,40,12,12,12,12,12,12,12,12,12,12,12,12,26,28,28,36,34,28,12,12,32,12,12,12,28,26,12,10,10,12,12
10/22/2014 12:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,10,10,12,12,10,10,10,10,10,12,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,12,12,10,10,10,10,10,10,10,10,10
10/22/2014 3:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,12,12,26,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 4:00:00 AM,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 5:00:00 AM,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10
10/22/2014 6:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,10,10,10
10/22/2014 7:00:00 AM,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 8:00:00 AM,10,12,10,12,10,10,10,12,10,10,12,10,10,10,12,26,26,24,12,12,12,10,10,12,10,12,12,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,12,10,12,10,10,10,10,10,10,10,10,10
10/22/2014 9:00:00 AM,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/22/2014 10:00:00 AM,10,12,10,10,10,10,10,12,10,10,10,10,12,10,10,10,12,28,30,36,28,12,38,38,30,26,36,24,28,24,26,12,36,30,34,30,30,54,34,12,12,12,12,12,12,12,12,12,12,12,32,32,40,68,74,68,64,68,72,60
10/22/2014 11:00:00 AM,58,58,66,60,28,12,32,28,28,12,24,28,12,12,12,12,12,24,12,12,12,10,10,12,26,12,26,10,26,12,12,12,12,12,12,12,12,26,12,12,12,12,10,12,12,12,12,12,10,10,10,10,12,12,44,42,40,66,56,32
10/22/2014 12:00:00 PM,48,58,38,50,60,62,64,28,28,12,12,12,62,32,12,10,12,10,10,12,12,12,10,10,10,12,26,12,12,12,12,12,12,12,10,28,40,26,12,34,12,12,26,12,12,10,12,12,10,12,12,12,12,12,12,44,68,68,30,10
10/22/2014 1:00:00 PM,10,10,12,12,12,10,10,10,10,12,10,10,12,10,12,10,12,12,12,28,12,12,12,12,12,12,12,10,10,10,12,12,12,12,10,10,10,12,12,10,12,12,12,12,12,12,10,10,12,12,12,10,12,10,10,10,10,10,12,10
10/22/2014 2:00:00 PM,10,12,12,10,12,10,12,10,12,12,12,12,24,56,58,48,62,12,26,12,12,12,10,12,12,12,10,12,12,10,10,12,12,12,12,12,12,12,10,10,10,12,12,12,12,10,12,12,12,12,10,10,12,12,26,12,12,10,10,12
10/22/2014 3:00:00 PM,12,12,12,12,10,10,12,12,12,10,12,10,12,12,12,10,12,10,12,12,30,64,60,42,44,56,36,12,28,12,12,12,12,28,12,12,30,12,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
10/22/2014 4:00:00 PM,10,12,12,12,12,12,12,12,12,12,12,12,26,12,12,12,26,12,12,12,12,12,12,24,24,12,12,12,10,12,12,12,10,10,12,12,10,12,12,10,12,12,12,12,12,12,26,44,64,42,50,62,64,74,74,74,74,74,52,60
10/22/2014 5:00:00 PM,28,12,12,10,12,12,10,12,12,10,12,24,12,12,12,12,12,12,26,32,30,32,28,30,32,42,30,38,40,32,32,36,12,12,26,12,30,28,12,12,12,12,12,12,10,10,10,12,12,12,26,12,12,12,10,12,12,12,10,10
10/22/2014 6:00:00 PM,12,10,12,12,12,10,26,12,12,26,10,10,10,10,10,10,10,10,10,26,10,10,10,10,12,12,10,12,10,12,10,12,12,10,10,28,10,12,10,12,26,26,12,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,12
10/22/2014 7:00:00 PM,12,12,12,12,12,24,12,12,10,12,10,12,10,12,12,26,12,12,12,12,24,12,12,12,10,12,10,12,12,12,12,26,30,24,34,30,12,28,26,28,30,12,36,30,30,26,28,42,40,42,34,32,28,12,10,12,12,12,12,26
10/22/2014 8:00:00 PM,10,10,10,10,10,10,12,12,10,10,28,10,28,12,12,12,12,12,12,12,10,26,24,12,12,12,24,28,24,10,10,10,10,12,12,28,26,12,28,24,26,34,30,36,12,24,12,12,26,12,28,12,12,24,12,28,24,26,12,12
10/22/2014 9:00:00 PM,10,12,12,12,12,12,10,24,10,10,10,10,12,12,12,10,10,10,10,12,12,10,12,12,12,10,10,12,10,12,12,10,12,10,12,10,10,10,10,10,10,12,12,12,10,12,10,10,10,10,10,12,10,10,10,12,10,10,12,12
10/22/2014 10:00:00 PM,12,10,10,12,12,12,12,12,12,12,12,12,10,10,12,12,12,12,10,12,24,10,26,12,12,12,12,12,10,12,12,12,10,12,26,26,12,12,10,10,10,12,12,12,12,12,12,12,10,12,10,10,12,12,12,26,12,26,34,26
10/22/2014 11:00:00 PM,12,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,30,12,12,12,12,10,12,10,26,26,28,34,32,26,12,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,12,10,26,12,12,12,10,12,12,12,12,10,10
