ActivityHour,MET00,MET01,MET02,MET03,MET04,MET05,MET06,MET07,MET08,MET09,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59
10/21/2014 12:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 1:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 2:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 3:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 4:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 5:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 6:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 7:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 8:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 9:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 10:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 11:00:00 AM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10/21/2014 12:00:00 PM,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,28,32,28,26,12,12,10,10,12,10,12,10,12,12,10,12,10,10,12,10,12,12,12,12,10,10,10,12,12,12,12,12,12
10/21/2014 1:00:00 PM,10,10,10,10,10,12,10,12,10,10,10,10,10,10,10,10,12,12,10,12,10,10,12,12,10,12,12,10,10,10,10,12,10,10,10,10,10,10,12,10,26,12,12,12,10,10,10,12,10,10,10,10,12,12,10,10,12,12,12,12
10/21/2014 2:00:00 PM,12,10,10,12,12,10,12,12,12,34,32,66,72,74,72,72,34,42,26,12,26,12,12,12,12,12,12,24,12,12,12,12,12,12,12,12,12,12,24,12,12,12,12,10,12,12,12,10,10,12,12,12,12,12,12,12,12,10,10,10
10/21/2014 3:00:00 PM,10,12,12,10,12,10,12,10,12,12,12,10,10,10,10,10,10,10,10,12,10,10,12,12,12,10,10,42,42,10,10,12,10,12,12,12,12,10,12,12,12,10,12,10,12,36,12,26,12,26,12,32,24,12,28,12,12,12,10,12
10/21/2014 4:00:00 PM,12,12,12,12,12,10,12,10,12,12,28,12,24,12,12,12,10,12,12,12,12,10,12,12,12,10,12,12,12,12,12,12,12,10,12,12,12,24,12,12,10,12,10,12,12,12,12,10,10,10,10,12,10,12,10,10,12,12,12,12
10/21/2014 5:00:00 PM,12,12,12,12,12,26,12,12,12,12,12,12,12,26,12,12,24,26,34,34,12,26,12,12,10,12,12,10,10,10,10,10,10,10,24,12,12,12,12,12,10,10,10,12,10,10,10,10,12,12,12,12,12,10,10,28,12,10,12,12
10/21/2014 6:00:00 PM,12,12,12,10,12,10,12,12,12,12,32,28,40,12,12,10,12,28,30,50,74,68,78,48,30,12,12,12,28,12,12,10,10,12,12,12,24,12,12,12,12,12,12,26,28,26,28,28,34,38,38,28,28,28,12,24,28,28,32,30
10/21/2014 7:00:00 PM,30,40,40,26,32,36,36,30,36,48,56,64,68,68,70,70,68,68,66,66,62,64,54,30,24,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12,12,12,10,12,12,12,12,10,12,12,12,12,12,12,12,12,12,10,12,12
10/21/2014 8:00:00 PM,12,10,12,12,12,24,10,12,12,10,10,12,12,10,10,12,10,10,10,10,10,12,10,12,10,10,10,12,12,10,10,10,12,12,10,12,12,10,12,12,12,10,10,10,10,10,12,12,12,10,12,12,12,12,12,10,10,12,10,12
10/21/2014 9:00:00 PM,10,12,10,12,12,26,24,10,12,12,12,12,12,10,10,10,30,36,58,62,70,68,68,72,74,72,70,70,64,50,36,34,28,26,78,97,115,113,115,115,113,117,113,115,113,115,99,111,117,115,117,123,99,32,28,26,12,12,12,12
10/21/2014 10:00:00 PM,12,12,26,34,24,10,12,10,26,97,119,115,117,109,113,115,119,117,74,10,26,30,34,80,99,88,78,101,115,115,96,105,127,88,32,12,12,32,30,12,12,26,28,12,26,28,28,12,28,32,12,30,28,12,30,12,12,10,10,10
10/21/2014 11:00:00 PM,12,10,10,10,10,12,12,10,12,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,10,10,10,10,10,10,10,12,12,26,10,10,12,12,10,10,10,10,10,12,12
10/22/2014 12:00:00 AM,10,12,10,10,10,10,10,12,10,12,10,12,10,12,10,10,12,12,10,12,12,12,12,12,10,12,10,10,12,10,10,12,12,10,10,12,28,34,38,12,10,28,12,12,12,12,10,12,10,12,12,10,10,10,10,10,10,10,10,10
