ActivityHour,Steps00,Steps01,Steps02,Steps03,Steps04,Steps05,Steps06,Steps07,Steps08,Steps09,Steps10,Steps11,Steps12,Steps13,Steps14,Steps15,Steps16,Steps17,Steps18,Steps19,Steps20,Steps21,Steps22,Steps23,Steps24,Steps25,Steps26,Steps27,Steps28,Steps29,Steps30,Steps31,Steps32,Steps33,Steps34,Steps35,Steps36,Steps37,Steps38,Steps39,Steps40,Steps41,Steps42,Steps43,Steps44,Steps45,Steps46,Steps47,Steps48,Steps49,Steps50,Steps51,Steps52,Steps53,Steps54,Steps55,Steps56,Steps57,Steps58,Steps59
10/22/2014 2:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,12,0,51,97,69,35,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,15,62,22,0,9,17,39,41,80,33
10/22/2014 3:00:00 PM,98,86,64,85,65,33,0,0,0,0,0,0,0,10,87,97,49,5,10,0,0,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 4:00:00 PM,0,0,5,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,20,27,35,0,23,87,98,106,47,89,112,49,51,66,0,17,15,31
10/22/2014 5:00:00 PM,0,0,0,10,0,0,0,0,0,10,8,36,62,95,84,0,0,0,0,0,0,0,8,0,12,43,53,26,13,0,0,0,0,0,0,0,12,24,4,36,4,19,0,0,0,0,0,0,4,6,14,0,11,0,0,0,0,0,31,21
10/22/2014 6:00:00 PM,11,0,0,0,0,0,0,4,30,0,10,18,0,9,0,0,21,7,10,0,0,7,7,0,0,0,6,0,9,0,0,39,15,0,0,0,0,0,9,34,7,11,18,0,0,7,0,7,11,5,25,6,0,5,6,0,14,0,15,12
10/22/2014 7:00:00 PM,0,15,15,6,13,0,8,17,24,11,48,25,22,0,38,31,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,4,45,47,23,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 8:00:00 PM,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/2014 9:00:00 PM,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,0,0,20,12,0,0,11,17,0,0,0,0,0,0,0,0,0,0,22,0,9,9,0,0,42,15,17,0,0,0,0,0,0,0,0,0,12,14
10/22/2014 10:00:00 PM,25,0,0,22,33,6,11,1,0,0,0,0,0,0,0,0,0,0,0,6,28,20,0,0,12,20,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,84,41,0,36,0,0,0,0,0,0,0,10,24,0,0
10/22/2014 11:00:00 PM,0,0,0,6,0,5,15,24,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 12:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,10,18,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 1:00:00 AM,0,4,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 2:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 3:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 4:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 5:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 6:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 7:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 8:00:00 AM,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
10/23/2014 9:00:00 AM,0,0,0,0,0,9,0,30,0,0,51,61,27,6,37,7,16,0,0,0,9,25,6,40,0,0,6,0,21,6,11,18,21,14,9,39,0,6,27,9,5,0,14,0,4,45,9,9,15,0,37,48,9,41,40,13,24,58,34,0
10/23/2014 10:00:00 AM,0,0,0,0,0,0,0,0,63,105,51,70,46,0,0,0,0,0,0,0,0,9,0,0,0,0,74,104,56,17,40,13,0,0,0,16,17,0,0,0,7,0,0,0,0,9,14,7,0,8,0,0,0,0,0,4,0,0,0,0
10/23/2014 11:00:00 AM,0,0,0,0,6,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 12:00:00 PM,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 1:00:00 PM,0,0,0,0,6,0,0,0,20,26,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,25,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,15,86,0,0,0,0,0
10/23/2014 2:00:00 PM,0,0,7,22,62,0,0,0,0,0,0,0,0,0,23,0,0,0,11,17,74,0,0,0,10,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,28,9,0,0,19,44,9,95,109,71,38
10/23/2014 3:00:00 PM,102,115,114,105,110,102,110,108,103,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,31,73,82,18,0,0,0,0,0,0,0,0,0,22,10,5,0,32,6,17,0,0,0,0,0,0,0,11,22
10/23/2014 4:00:00 PM,22,46,11,0,6,0,0,21,0,0,0,9,0,8,0,0,0,0,0,0,10,20,0,14,87,9,0,0,6,4,0,0,0,0,0,0,0,10,56,13,0,0,6,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 5:00:00 PM,13,0,18,47,0,0,0,0,0,0,44,24,0,0,0,9,0,25,44,0,0,18,0,29,0,26,6,0,15,33,20,0,0,0,5,0,0,0,0,0,0,6,0,7,0,0,30,0,0,0,0,0,0,12,20,7,0,7,56,0
10/23/2014 6:00:00 PM,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,45,63,14,25,35,51,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 7:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 8:00:00 PM,0,0,0,0,0,0,16,36,30,10,19,24,7,6,0,0,0,24,24,11,39,30,26,59,40,1,0,0,0,4,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2014 9:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,16,23,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
10/23/2014 10:00:00 PM,0,0,7,0,0,44,16,11,0,0,0,0,0,0,0,0,0,4,1,0,0,60,41,5,27,6,0,7,0,0,0,0,0,27,51,62,20,21,0,14,0,26,4,29,0,0,18,22,9,14,9,23,16,14,8,15,0,8,5,36
10/23/2014 11:00:00 PM,30,0,5,48,32,2,0,14,7,0,0,0,14,9,0,17,0,59,25,0,0,5,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 12:00:00 AM,0,0,0,0,0,0,0,0,46,28,54,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 1:00:00 AM,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,0,37,0,0,0,80,39,33,57,48,8,0,0,10,51,67,55,21,0,7,0,21,0,0,29,8,6,0,5,4,0,0,0,0
10/24/2014 2:00:00 AM,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,43,9,9,0,0,0,0,8,18,25,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 3:00:00 AM,0,0,0,6,8,7,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 4:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 5:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 6:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
10/24/2014 7:00:00 AM,0,9,6,0,27,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 8:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0,11,41,19,0,10
10/24/2014 9:00:00 AM,63,76,38,72,69,83,5,7,28,0,0,0,0,0,101,120,126,107,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,72,106,110
10/24/2014 10:00:00 AM,114,107,100,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 11:00:00 AM,69,119,114,84,19,0,0,9,0,0,10,0,26,41,7,0,0,16,33,0,0,0,0,0,0,0,0,0,0,64,80,4,0,8,30,81,52,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,6,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 1:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,27,83,76,90,40,43,67,4,0,8,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 2:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,62,65,60,102,107,92,66,0,14,3,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,15,0,29,30,9,29,10,7,0,0
10/24/2014 3:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,38,34,0,72,9,0,0,0,29,0,39,60,45,6,9,0,55,24,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 4:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2014 5:00:00 PM,0,0,0,0,19,25,11,0,43,23,43,21,14,30,16,0,0,0,10,6,36,18,44,13,11,12,12,7,34,37,49,54,42,34,87,0,29,40,0,0,0,0,14,0,8,30,109,116,116,97,49,0,0,0,0,42,50,0,0,0
10/24/2014 6:00:00 PM,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,80,66,0,0,0,0,16,6,13,0,5,13,0,0,0,7,0,0
10/24/2014 7:00:00 PM,0,14,0,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10/24/2014 8:00:00 PM,0,0,0,0,0,13,0,16,43,27,12,0,0,25,9,11,0,0,20,10,0,60,27,29,51,23,27,7,17,8,10,9,0,0,0,36,10,0,16,0,0,35,19,18,0,0,0,0,13,0,23,14,24,0,0,0,0,11,0,9
10/24/2014 9:00:00 PM,67,42,18,0,61,79,39,37,64,82,105,47,0,67,101,17,14,81,62,28,7,8,27,44,40,13,54,63,15,0,0,35,10,26,24,28,0,33,22,15,20,6,0,8,9,49,20,8,5,17,18,0,4,26,39,43,57,87,87,87
10/24/2014 10:00:00 PM,29,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,11,16,56,73
10/24/2014 11:00:00 PM,84,95,38,0,33,51,0,10,10,16,0,0,31,6,22,5,0,0,0,0,0,7,9,73,54,3,0,11,15,24,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
10/25/2014 12:00:00 AM,0,0,0,0,0,0,0,0,30,92,53,0,28,98,107,53,74,63,9,13,0,0,0,15,0,0,0,23,0,0,0,0,0,0,39,61,4,8,37,0,0,4,25,9,0,13,18,12,2,0,0,0,0,0,0,0,0,0,0,10
10/25/2014 1:00:00 AM,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
