------------ Data File Created By ActiGraph GT3XPlus ActiLife v6.11.5 Firmware v2.2.1 date format M/d/yyyy Filter Normal Multiple Incline Limb: Waist -----------
Serial Number: CLE1A28120256
Start Time 13:00:00
Start Date 11/13/2014
Epoch Period (hh:mm:ss) 00:01:00
Download Time 08:28:00
Download Date 11/21/2014
Current Memory Address: 0
Current Battery Voltage: 4.11     Mode = 61
--------------------------------------------------
17,105,119,1,0,0,59,1,0
0,0,13,0,0,0,60,0,0
66,137,131,0,0,0,59,1,0
0,0,0,0,0,0,60,0,0
0,75,22,0,0,0,59,1,0
0,0,0,0,0,0,60,0,0
9,205,107,1,0,0,58,2,0
30,130,2,1,0,0,59,1,0
0,15,13,0,0,0,58,2,0
9,123,143,1,0,0,55,5,0
0,17,0,0,0,0,59,1,0
0,86,22,0,0,0,44,16,0
0,0,12,0,0,0,60,0,0
14,91,52,1,0,0,59,1,0
8,92,83,0,0,0,53,7,0
0,33,99,0,0,0,55,5,0
0,0,26,0,0,0,60,0,0
73,120,74,2,0,0,6,54,0
0,4,19,0,0,0,18,42,0
11,12,96,0,0,0,14,46,0
45,77,100,1,0,0,59,1,0
8,87,20,1,0,0,50,10,0
0,31,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
0,0,0,0,0,0,60,0,0
10,61,20,0,0,0,37,23,0
296,718,509,7,0,0,39,21,0
0,20,0,0,0,0,60,0,0
278,488,267,2,0,0,57,3,0
25,437,70,1,0,0,55,5,0
89,974,327,4,0,0,46,14,0
0,460,66,0,0,0,60,0,0
700,1785,977,19,0,0,60,0,0
182,425,73,2,0,0,11,49,0
449,1414,917,15,0,0,60,0,0
167,716,790,8,0,0,49,11,0
168,828,596,6,0,0,50,10,0
1803,1789,1298,74,0,0,60,0,0
3824,2813,1429,115,0,0,60,0,0
4187,2724,1333,120,0,0,60,0,0
4798,2842,1362,123,0,0,60,0,0
4906,2885,1098,124,0,0,60,0,0
4832,2781,1263,123,0,0,60,0,0
4906,2779,1445,122,0,0,60,0,0
4432,3297,1226,122,0,0,60,0,0
5137,3788,1240,126,0,0,60,0,0
4573,3148,1561,122,24,0,60,0,0
4308,3103,1528,120,0,0,60,0,0
3500,3206,1650,105,31,0,60,0,0
3142,2307,1134,123,0,0,60,0,0
2880,2460,1208,112,0,0,60,0,0
837,2097,627,34,0,0,60,0,0
24,425,59,3,0,0,43,17,0
694,1823,502,21,0,0,60,0,0
601,1204,316,17,0,0,60,0,0
46,54,64,1,0,0,0,60,0
0,0,0,0,0,0,0,60,0
253,491,152,12,0,0,8,52,0
295,802,326,15,0,0,31,29,0
0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
158,426,149,3,0,0,9,51,0
749,1271,538,10,45,0,60,0,0
477,1232,168,7,40,0,60,0,0
1356,2001,300,24,39,0,60,0,0
1649,2167,1169,19,41,0,60,0,0
3299,1713,935,24,28,0,60,0,0
1957,1517,847,29,0,0,60,0,0
568,669,407,6,0,0,60,0,0
1074,911,829,15,0,0,60,0,0
1557,797,632,18,42,0,60,0,0
339,676,622,4,30,0,1,59,0
459,441,696,7,33,0,60,0,0
850,386,411,15,37,0,60,0,0
471,513,383,8,36,0,60,0,0
910,1751,582,19,41,0,60,0,0
445,628,499,7,0,0,60,0,0
422,908,517,4,0,0,60,0,0
1607,431,359,9,0,0,60,0,0
175,532,1087,4,0,1,0,0,59
70,223,807,3,0,0,0,0,60
0,0,95,0,0,0,0,0,60
216,395,549,4,0,1,0,0,59
1027,657,649,6,0,0,60,0,0
83,233,289,1,37,0,20,40,0
92,71,300,1,61,0,18,35,7
366,612,467,2,55,0,21,22,17
1183,1160,834,11,37,0,60,0,0
569,398,460,10,0,0,60,0,0
785,455,625,22,0,0,60,0,0
740,844,994,17,0,0,60,0,0
1865,1855,2361,34,0,0,60,0,0
1061,1376,1957,30,0,0,60,0,0
1594,2531,2758,27,0,0,60,0,0
1564,2498,3048,27,0,0,60,0,0
983,2353,3108,27,0,0,60,0,0
362,1031,464,8,55,0,59,1,0
1450,3102,3732,32,0,0,60,0,0
10,413,165,1,21,0,32,28,0
20,269,80,3,37,0,58,2,0
886,1524,1942,22,0,0,60,0,0
703,1520,1223,27,0,0,60,0,0
16,286,56,1,0,0,60,0,0
4482,2417,1712,62,0,0,60,0,0
1738,1369,556,21,0,0,60,0,0
1622,1258,582,23,0,0,60,0,0
1998,1559,746,20,35,0,60,0,0
1870,1134,752,19,45,0,60,0,0
1813,1388,743,20,31,0,60,0,0
1614,1199,619,20,0,0,60,0,0
1708,2473,1158,34,0,0,60,0,0
32,279,89,2,0,0,60,0,0
1668,1146,699,15,0,0,60,0,0
1222,1379,766,23,0,0,60,0,0
313,683,184,19,0,0,60,0,0
1312,1274,689,23,0,0,60,0,0
0,0,8,0,0,0,60,0,0
1428,1092,450,14,0,0,60,0,0
27,297,97,1,0,0,60,0,0
1934,1427,934,15,0,0,60,0,0
829,1977,1711,23,0,0,60,0,0
811,2061,1858,16,23,0,60,0,0
456,997,793,8,32,0,60,0,0
487,1148,799,11,0,0,60,0,0
829,1067,1625,8,0,0,60,0,0
424,514,839,6,0,0,60,0,0
631,994,609,4,0,0,60,0,0
1688,2709,2132,11,0,0,60,0,0
1658,2988,1957,22,0,0,60,0,0
1081,2689,1574,19,0,0,60,0,0
1439,2518,1737,23,0,0,60,0,0
1558,3163,1877,30,0,0,60,0,0
549,1462,434,11,0,0,60,0,0
10,21,2,0,0,0,0,60,0
0,0,0,0,0,0,0,60,0
1363,1501,711,44,0,0,60,0,0
2736,1817,708,115,0,0,60,0,0
2904,1702,818,127,0,0,60,0,0
3765,2451,879,121,0,0,60,0,0
4365,2510,764,126,0,0,60,0,0
4585,2840,1037,125,0,0,60,0,0
1574,954,341,50,0,0,60,0,0
2791,1583,655,103,0,0,60,0,0
5115,2594,1039,129,0,0,60,0,0
5132,2452,1400,128,0,0,60,0,0
4703,2021,1423,125,0,0,60,0,0
4790,2260,1345,123,0,0,60,0,0
4667,1946,1291,123,0,0,60,0,0
4073,1828,1508,121,0,0,60,0,0
4002,1984,1381,116,0,0,60,0,0
4095,2471,1004,121,0,0,60,0,0
4907,2943,795,123,0,0,60,0,0
4161,2636,530,114,0,0,60,0,0
248,330,501,4,0,0,3,57,0
34,247,114,2,0,0,1,59,0
0,72,0,0,0,0,0,60,0
16,62,80,1,0,0,0,60,0
0,6,0,0,0,0,0,60,0
7,47,0,0,0,0,0,60,0
